index,dE_c,dE_o,dE_n,dE_h,d_band_center,d_band_filling,d_band_width,d_band_upperedge
Ir_minus_2_surface_Cu,-7.575252999999951,-5.4111699900000225,-5.566975589999996,-2.5588199599999943,-1.8489621966087644,0.7917623282799539,5.034288279225855,0.5939000000000001
Ir_minus_2_surface_Rh,-7.307797070000025,-5.126850719999997,-5.23853211000002,-2.6844589899999964,-2.1057699281500284,0.7642567135850784,5.263083835313293,0.9863999999999997
Ir_minus_2_surface_Pd,-7.673487689999978,-5.402810029999959,-5.6343062400000266,-2.840382250000005,-2.0147028585517686,0.7967253558591664,4.693140891505006,0.5611000000000002
Ir_minus_2_surface_Ag,-7.998587290000022,-5.659921720000003,-5.875208769999998,-2.8166172100000044,-1.7072212408533578,0.7824258932506142,4.6899619897358,0.5723000000000003
Ir_minus_2_surface_Os,-7.137787629999967,-4.976349550000013,-4.864591839999972,-2.668081369999982,-2.3574029015692304,0.7870145832881754,5.93619457190123,1.9444999999999997
Ir_minus_2_surface_Ir,-7.241372480000028,-5.08912112999997,-5.152426659999972,-2.7524575499999746,-2.3733839346784547,0.8066972641303115,5.383293792568503,1.0489000000000002
Ir_minus_2_surface_Pt,-7.5459388199999795,-5.326562550000009,-5.57585030999999,-2.8515106899999982,-2.1227461856683925,0.7957939450079837,5.0089402814281,0.5855000000000001
Ir_minus_2_surface_Au,-8.25161469999998,-5.66043759999997,-5.927400119999985,-2.9395742100000466,-1.7719266267158627,0.7804206093205562,4.849654318666073,0.5625
Ir_minus_1_surface_Ni,-7.557479639999973,-5.226359899999981,-5.306702630000044,-2.5622255000000114,-1.7336290916681087,0.7485451189943934,6.153284883631544,0.6556
Ir_minus_1_surface_Cu,-7.768799850000026,-5.500749060000036,-5.661531160000007,-2.561601550000035,-1.782430817386467,0.7860174358567592,4.701453997469684,0.5478999999999998
Ir_minus_1_surface_Rh,-7.460737089999985,-5.183104399999994,-5.304468030000035,-2.689325959999963,-2.0410339747157704,0.7752203820618052,4.9479016956229875,1.0576999999999996
Ir_minus_1_surface_Pd,-7.824701100000003,-5.480374299999998,-5.711465220000005,-2.817905399999973,-1.9488363398177344,0.795452644672715,4.40668036618184,0.5398000000000001
Ir_minus_1_surface_Ag,-8.178310050000025,-5.760206439999994,-5.982312010000013,-2.797779219999996,-1.6329725089939224,0.7835999437687872,4.400075252114015,0.5672000000000001
Ir_minus_1_surface_Os,-7.234027650000006,-4.9842704100000255,-4.879025240000002,-2.671474150000052,-2.3047928765323404,0.7818800498082198,5.632433249971962,1.8883
Ir_minus_1_surface_Ir,-7.364778169999998,-5.132707719999988,-5.194649170000017,-2.757029859999989,-2.3101784635638642,0.8071640552049747,5.0905024821204465,0.9758
Ir_minus_1_surface_Pt,-7.651187949999984,-5.384600349999975,-5.623079760000022,-2.8268893199999643,-2.0651593675020123,0.7939043346347315,4.819836764758347,0.5750000000000002
Ir_minus_1_surface_Au,-8.145519320000037,-5.72593368999998,-5.998376919999967,-2.899192500000027,-1.7015885695168258,0.7742919536441615,4.613625064977897,0.5299
Ir_zero_surface_Ni,-7.743588649999968,-5.298826690000002,-5.443803249999999,-2.570456470000011,-1.6704553036014336,0.757777646861881,5.842223562972316,0.6896999999999998
Ir_zero_surface_Cu,-7.967873359999975,-5.591706300000002,-5.75775174999998,-2.5687877199999893,-1.720789515153537,0.7908969200867724,4.424015173354582,0.5108999999999999
Ir_zero_surface_Rh,-7.615061839999986,-5.239768730000041,-5.388879069999999,-2.6953791299999925,-1.9792407012168793,0.7578968144208152,4.672381274447425,1.1301999999999999
Ir_zero_surface_Pd,-7.990260140000008,-5.5597169799999655,-5.810185149999964,-2.803161869999997,-1.8896035230556096,0.7907603173385072,4.182652569782124,0.5086999999999999
Ir_zero_surface_Ag,-8.391341310000005,-5.87009565,-6.099404460000042,-2.7898046400000003,-1.57308298815123,0.7855623690125134,4.112974759116264,0.5076
Ir_zero_surface_Os,-7.3447728999999855,-4.994639179999982,-4.905596879999988,-2.679071899999997,-2.244731317331162,0.7761281894104691,5.314254843999718,1.8245999999999998
Ir_zero_surface_Ir,-7.4942000700000095,-5.170725600000029,-5.248777910000027,-2.765726799999982,-2.246148578115103,0.8077730189966621,4.835445625587163,0.9622000000000002
Ir_zero_surface_Pt,-7.778082920000007,-5.444654780000011,-5.673972930000017,-2.81714556999998,-2.019165118760206,0.799606035180527,4.568010812955844,0.5855999999999999
Ir_zero_surface_Au,-8.279154750000007,-5.803760450000031,-6.079727519999975,-2.8769226599999915,-1.6556680079291421,0.7836644310155878,4.3398659117519065,0.4972000000000003
Ir_plus_1_surface_Ni,-7.931008800000005,-5.355424680000002,-5.629951699999961,-2.581746060000001,-1.613368173039404,0.7544185712770134,5.546613852203504,0.7859
Ir_plus_1_surface_Cu,-8.174568620000034,-5.686945869999992,-5.901422160000007,-2.580413429999965,-1.6658551725508062,0.7859155388514621,4.1521993549271805,0.47219999999999995
Ir_plus_1_surface_Rh,-7.768710840000016,-5.30550852000005,-5.549691730000032,-2.7022756000000077,-1.9262046520028893,0.7748426934614612,4.41173706651816,1.0525
Ir_plus_1_surface_Pd,-8.169475570000007,-5.6488159599999825,-6.01566936000003,-2.7973395000000214,-1.8466133350380647,0.790999788026779,3.9039290776227955,0.5321999999999998
Ir_plus_1_surface_Ag,-8.618694499999979,-5.9823110800000485,-6.417582930000006,-2.790019360000031,-1.5131486918688042,0.7776213961963848,3.8571043556437594,0.4604999999999997
Ir_plus_1_surface_Os,-7.465030190000026,-5.005386789999992,-4.947589729999973,-2.685823700000015,-2.187808769338556,0.7833206361248347,5.074466712288002,1.7070999999999998
Ir_plus_1_surface_Ir,-7.625938010000003,-5.213828229999994,-5.356500820000034,-2.7729085299999956,-2.188734308669202,0.8035781162941069,4.614687114420396,0.919
Ir_plus_1_surface_Pt,-7.9190333,-5.511601929999987,-5.760762720000028,-2.815250549999974,-1.9601731132773292,0.7944232249986776,4.342097870717257,0.7466000000000002
Ir_plus_1_surface_Au,-8.435901149999982,-5.882701750000027,-6.161379509999986,-2.861489540000037,-1.609639875925819,0.7759489164562462,4.152657816043187,0.4546000000000001
Ir_plus_2_surface_Ni,-8.140280199999982,-5.480003459999981,-5.837216009999989,-2.6083680699999836,-1.5658171291314633,0.7513570042103976,5.278814952097923,0.8209000000000002
Ir_plus_2_surface_Cu,-8.392708399999979,-5.783523259999985,-6.1376963799999915,-2.590988679999953,-1.6062522743639482,0.7905821136748455,3.9177704229800803,0.4377
Ir_plus_2_surface_Rh,-7.921351380000009,-5.396928110000037,-5.731199470000004,-2.7087769199999916,-1.8733763652192315,0.7679380357332544,4.160980584730002,1.0046
Ir_plus_2_surface_Pd,-8.36204099,-5.757745559999993,-6.233513409999969,-2.799570060000008,-1.7800752618708688,0.7982969422251092,3.6972569100121406,0.5093999999999999
Ir_plus_2_surface_Ag,-8.857849259999998,-6.099285699999999,-6.692002830000004,-2.7868134299999956,-1.4610646091878916,0.7847816943590843,3.6393921343907483,0.4302999999999999
Ir_plus_2_surface_Os,-7.59691598999999,-5.019413680000017,-5.0715586700000275,-2.6928645899999997,-2.140685059145022,0.7880936475767969,4.80333299998357,1.7323000000000002
Ir_plus_2_surface_Ir,-7.76060157999999,-5.28134961000001,-5.511283489999951,-2.7801875000000114,-2.127975462528951,0.807572773620906,4.3919994067647705,0.9314000000000002
Ir_plus_2_surface_Pt,-8.056441400000015,-5.588127150000052,-5.927858920000031,-2.8158051199999936,-1.9133787412214585,0.797719577027279,4.176477760851641,0.7534000000000001
Ir_plus_2_surface_Au,-8.61073026,-5.967409009999987,-6.449207110000001,-2.8540997400000383,-1.562058026786851,0.7770953965357077,3.944645155367733,0.4505999999999999
Pt_minus_2_surface_Fe,-5.770075429999996,-3.617666030000013,-3.5895084500000083,-2.1651768600000314,-2.2967000117694543,0.8623444363396988,4.985345918277252,-0.7027999999999999
Pt_minus_2_surface_Co,-5.989138349999995,-3.778057910000033,-3.818049310000018,-2.253102880000029,-2.324411746695346,0.8624730527604946,5.010379777109726,-0.7187999999999999
Pt_minus_2_surface_Ni,-6.362201690000039,-4.000989090000022,-4.14986981000001,-2.350690569999984,-2.1842230180153206,0.8626733397060936,4.889964888185577,0.38480000000000025
Pt_minus_2_surface_Cu,-6.607358980000019,-4.133842410000003,-4.416318770000001,-2.37919728,-1.9655740379360018,0.8654245681502194,4.697113726970442,-0.10330000000000017
Pt_minus_2_surface_Mo,-5.568313859999965,-3.9753252500000293,-3.4802878299999778,-2.3477833100000116,-2.854434190146739,0.8768424956060954,4.456284097135023,-1.4764
Pt_minus_2_surface_Ru,-6.292116779999991,-4.103268759999995,-4.0713048900000475,-2.540053679999972,-2.4418375749953087,0.8418322089815825,4.699188684568656,0.8919999999999999
Pt_minus_2_surface_Rh,-6.695417929999995,-4.256585110000007,-4.4247759600000025,-2.5745662799999995,-2.167474097345191,0.8433388889396112,4.819836833859077,0.5175000000000001
Pt_minus_2_surface_Pd,-7.087271259999999,-4.43340418999998,-4.7798166299999965,-2.6636046099999935,-1.9594318748239896,0.8608982887199095,4.452105223564718,0.21799999999999997
Pt_minus_2_surface_Ag,-6.890132609999999,-4.266072889999979,-4.677915460000006,-2.4939982100000013,-1.7776599434444935,0.8710656326427528,4.267866692509849,-0.1200000000000001
Pt_minus_2_surface_W,-5.561044240000034,-4.076687209999992,-3.5080884399999634,-2.412317809999991,-2.83686166362905,0.8666507617231208,5.05027663265847,-1.4981000000000002
Pt_minus_2_surface_Re,-6.008055950000004,-4.183787670000019,-3.820905159999964,-2.587995139999976,-2.7091222226496865,0.861946649036067,5.035064402318464,-1.4399999999999997
Pt_minus_2_surface_Os,-6.292772720000049,-4.180072639999995,-4.049177590000025,-2.6562850500000086,-2.5358490500235638,0.8609414298270502,5.039658875744378,1.1286999999999998
Pt_minus_2_surface_Ir,-6.651801769999996,-4.282407050000021,-4.360702779999966,-2.669735919999994,-2.424549783555332,0.867801775397826,4.620821690837186,0.6618999999999997
Pt_minus_2_surface_Pt,-7.094392720000006,-4.46790269000002,-4.775197560000007,-2.7420554900000416,-2.0626540904671047,0.8625532754988183,4.611979997513009,0.22100000000000009
Pt_minus_2_surface_Au,-7.089347840000021,-4.3787833600000035,-4.816727520000026,-2.6792326499999892,-1.7978691117762615,0.8661876803351193,4.408623535692993,-0.14179999999999993
Pt_minus_1_surface_Fe,-5.89954619,-3.6830778500000214,-3.6828307300000036,-2.1758677100000345,-2.2345684309402256,0.8623365769149112,4.790680699897327,-0.7032
Pt_minus_1_surface_Co,-6.138584479999996,-3.857164920000006,-3.9162422999999906,-2.2549574899999816,-2.249334441742343,0.8623399252158264,4.842510121051752,-0.8347
Pt_minus_1_surface_Ni,-6.514368660000035,-4.079705569999991,-4.2368147800000004,-2.3537384599999887,-2.1121003268401553,0.8603302068588612,4.687766782551581,0.42179999999999973
Pt_minus_1_surface_Cu,-6.803774449999996,-4.261040189999992,-4.532024049999987,-2.3941985200000038,-1.8928514456261445,0.8649832829525369,4.448230828502422,-0.1068
Pt_minus_1_surface_Mo,-5.609161089999962,-3.98536453000003,-3.491274320000028,-2.335631149999984,-2.7962331337243476,0.8745474450673352,4.248778346069697,-1.5084
Pt_minus_1_surface_Ru,-6.417663490000028,-4.156688079999984,-4.172885769999962,-2.5393939600000413,-2.3812049535426376,0.8599614383702053,4.4323598842944145,0.8677000000000001
Pt_minus_1_surface_Rh,-6.843190749999995,-4.3326299299999995,-4.529685300000009,-2.5775671600000014,-2.113099575614276,0.8399857828099838,4.551751154748978,0.4901
Pt_minus_1_surface_Pd,-7.261151999999957,-4.523403390000002,-4.8748003500000125,-2.663931530000014,-1.9203098289497478,0.8596089566571811,4.213257101625561,0.20199999999999996
Pt_minus_1_surface_Ag,-7.1288657400000135,-4.412906020000012,-4.8077626799999935,-2.5111008700000075,-1.7129106023446057,0.8686467173267121,4.001001104457315,-0.15010000000000012
Pt_minus_1_surface_W,-5.5748294400000065,-4.085122290000019,-3.5102003999999996,-2.3964435299999995,-2.781356377727991,0.8570557436313258,4.854222074840861,-1.6376
Pt_minus_1_surface_Re,-6.054564850000053,-4.212204740000008,-3.864365839999974,-2.580671400000029,-2.6418868200775862,0.8606084290645469,4.779917674010314,-1.455
Pt_minus_1_surface_Os,-6.3895427599999595,-4.236268539999973,-4.139440059999996,-2.6614758200000215,-2.471769678785622,0.8496273929524266,4.7832028009536485,1.0236999999999998
Pt_minus_1_surface_Ir,-6.769384350000029,-4.34733014,-4.45424446000001,-2.6716483899999734,-2.376762448613016,0.8645634492474933,4.393674971538324,0.6156000000000001
Pt_minus_1_surface_Pt,-7.238052009999966,-4.549628180000017,-4.860057049999992,-2.7433879799999663,-2.0157982050073366,0.8605573406308086,4.384885021243142,0.2027000000000001
Pt_minus_1_surface_Au,-7.258209349999992,-4.496203469999987,-4.914120219999998,-2.688009510000001,-1.7478602635146798,0.8626589127928134,4.193808468723775,-0.11370000000000013
Pt_zero_surface_Fe,-6.07461983000005,-3.761500440000024,-3.789614129999987,-2.190578850000009,-2.1662722869495195,0.8508080996796685,4.653760509040017,-0.615
Pt_zero_surface_Co,-6.344444009999994,-3.949705020000014,-4.035572220000032,-2.259319109999979,-2.1892903617689363,0.8657520706981847,4.643871367607208,-0.8485
Pt_zero_surface_Ni,-6.7182873799999685,-4.168769049999984,-4.351035970000024,-2.3586465600000115,-2.0482875012177595,0.8609204091453939,4.525802103387428,0.4175
Pt_zero_surface_Cu,-7.050008630000012,-4.3888731399999905,-4.6514811399999845,-2.409346749999998,-1.832635645922901,0.8676962558939572,4.209920276571375,-0.03069999999999995
Pt_zero_surface_Mo,-5.737222190000044,-3.9900505200000147,-3.531115179999998,-2.317738519999978,-2.731518477204535,0.8729332745153195,4.035483485971243,-1.5347000000000002
Pt_zero_surface_Ru,-6.576582800000016,-4.213511400000019,-4.290464040000043,-2.5333224200000477,-2.324227900723085,0.850424826116353,4.20027294681958,0.7732000000000001
Pt_zero_surface_Rh,-7.010373979999973,-4.407647629999989,-4.6500045300000155,-2.5774777699999736,-2.0612548847321714,0.8369732111854319,4.319593712709154,0.4649000000000001
Pt_zero_surface_Pd,-7.455481410000009,-4.619759030000015,-4.985022169999977,-2.6672193399999746,-1.870132666193198,0.8606231282263602,3.960319143231074,0.20120000000000005
Pt_zero_surface_Ag,-7.399271040000007,-4.559175710000009,-4.936714639999988,-2.529574940000004,-1.6389671954392653,0.8655351523352857,3.8409805295381823,-0.1682999999999999
Pt_zero_surface_W,-5.595788959999969,-4.097712919999996,-3.5143978999999748,-2.383815060000018,-2.715661601602435,0.8550928713333423,4.6357248572430825,-1.6678
Pt_zero_surface_Re,-6.138870089999988,-4.243377970000044,-3.9189736899999987,-2.5785530800000065,-2.58836992189167,0.8590918888969526,4.534116345877221,-1.4787999999999997
Pt_zero_surface_Os,-6.5024280899999995,-4.283685329999972,-4.236765280000012,-2.6580903500000095,-2.4254654236431534,0.8482765179060602,4.564530140611289,1.0011
Pt_zero_surface_Ir,-6.904334750000008,-4.4168153,-4.564032730000034,-2.672808939999982,-2.3226151127593315,0.8645397452135632,4.189516377823996,0.6015000000000001
Pt_zero_surface_Pt,-7.391889949999983,-4.629381970000001,-4.952442439999996,-2.7450347800000263,-1.9821206488401724,0.8576941694159266,4.192376522255444,0.23670000000000035
Pt_zero_surface_Au,-7.4581292899999925,-4.611247940000002,-5.010814059999999,-2.697288380000004,-1.7005281217123,0.868803318368197,3.9982073555042548,-0.18110000000000026
Pt_plus_1_surface_Fe,-6.264512080000007,-3.858393110000012,-3.907102159999991,-2.198664270000052,-2.109477413191157,0.8577901232401962,4.561770075084189,-0.7449999999999999
Pt_plus_1_surface_Co,-6.562027939999983,-4.059848890000016,-4.168623409999978,-2.26371144999996,-2.118273567170478,0.8634769619350351,4.470136075449888,-0.7981
Pt_plus_1_surface_Ni,-6.934022209999999,-4.270130020000014,-4.484639810000002,-2.3576555699999635,-1.9889673990573804,0.8585926404783714,4.330995828281676,0.391
Pt_plus_1_surface_Cu,-7.302345980000017,-4.520340089999994,-4.78308529,-2.424627829999992,-1.778208961621653,0.8654990990567959,3.979577600534449,0.0020000000000000018
Pt_plus_1_surface_Mo,-5.937084209999999,-3.9930735599999743,-3.677374909999995,-2.301432090000049,-2.670914874996934,0.8815755158247981,3.84155098499444,-2.0079000000000002
Pt_plus_1_surface_Ru,-6.756203050000043,-4.282246590000003,-4.422529690000002,-2.5272288099999973,-2.268814119882248,0.8576350415582221,3.991482893478562,0.8259000000000003
Pt_plus_1_surface_Rh,-7.192924350000031,-4.501016489999987,-4.7868362899999655,-2.586346499999991,-2.008741887145899,0.8295024630357537,4.115684333752639,0.6084
Pt_plus_1_surface_Pd,-7.65727526000001,-4.719824400000025,-5.123421430000005,-2.666434829999958,-1.8261052512234084,0.8586550855087624,3.7419317833104317,0.24120000000000008
Pt_plus_1_surface_Ag,-7.662154969999993,-4.704015209999998,-5.064083759999986,-2.5472385999999863,-1.58013929377243,0.8721319573014341,3.6377278177910446,-0.16859999999999986
Pt_plus_1_surface_W,-5.764908969999998,-4.099636660000048,-3.5095757899999542,-2.3701006900000157,-2.6663096287652324,0.8545952323232472,4.4547184386655605,-1.6844000000000001
Pt_plus_1_surface_Re,-6.2927729099999725,-4.264615719999998,-4.030665910000008,-2.570904190000022,-2.5372235883830316,0.8578959588095177,4.347460211235425,-1.3211
Pt_plus_1_surface_Os,-6.645472810000034,-4.335781860000001,-4.344560360000028,-2.6583297700000235,-2.37396582051044,0.8468379034749902,4.382306625407404,0.9849000000000001
Pt_plus_1_surface_Ir,-7.046376929999984,-4.492228130000004,-4.681073880000011,-2.6790725699999602,-2.2801227724811706,0.8666373691156147,3.981718624065405,0.5437000000000001
Pt_plus_1_surface_Pt,-7.5450243599999895,-4.70516559999999,-5.055404900000011,-2.7416603300000024,-1.954597387214506,0.8668840097400338,4.014362671438748,0.21910000000000007
Pt_plus_1_surface_Au,-7.660972090000006,-4.726602759999995,-5.108966239999998,-2.705666710000003,-1.653314527804546,0.8638991798458411,3.795824266406647,-0.1632
Pt_plus_2_surface_Fe,-6.448452829999984,-3.9616760600000056,-4.026404019999998,-2.2085896400000142,-2.0759739762279406,0.8486820909631555,4.3227645231022604,-0.8766999999999999
Pt_plus_2_surface_Co,-6.779136809999987,-4.180409079999951,-4.310450569999969,-2.269472449999967,-2.0639526950446467,0.8627998349483339,4.312602717136676,-0.8589
Pt_plus_2_surface_Ni,-7.150642400000014,-4.383366949999985,-4.633747870000005,-2.3635636500000037,-1.926681331634179,0.8625539473049769,4.174572860248867,0.34809999999999985
Pt_plus_2_surface_Cu,-7.540212169999994,-4.648814230000003,-4.929382360000003,-2.4378176900000033,-1.719193871853079,0.8684574584888763,3.7980337833500935,0.021499999999999853
Pt_plus_2_surface_Mo,-6.147883169999976,-3.991041269999986,-3.829538740000001,-2.2868385500000277,-2.618053735380698,0.8782981724108123,3.6657449053114797,-2.0553
Pt_plus_2_surface_Ru,-6.940069879999986,-4.372530059999978,-4.554358399999981,-2.5211899999999905,-2.2126278779508075,0.8481740431128854,3.803838488184084,0.9229000000000003
Pt_plus_2_surface_Rh,-7.351630800000042,-4.585463370000017,-4.906078479999988,-2.5716656099999686,-1.976807581240891,0.8389469919616817,3.9326756427182428,0.4696
Pt_plus_2_surface_Pd,-7.852164080000027,-4.8329289399999915,-5.277587749999978,-2.669782149999975,-1.7852441110689252,0.8589756406341251,3.5473576050589175,0.23070000000000013
Pt_plus_2_surface_Ag,-7.909513900000012,-4.8459773200000065,-5.198075180000015,-2.5657274600000055,-1.5262230031770914,0.8730499743919272,3.444499805515841,-0.1633
Pt_plus_2_surface_W,-5.961936849999948,-4.101999589999995,-3.6597310799999976,-2.357443819999958,-2.6221013054477913,0.8538834966065355,4.295534226451443,-1.9901000000000002
Pt_plus_2_surface_Re,-6.458859380000011,-4.284062969999983,-4.159533190000016,-2.5604117999999976,-2.4890493422472426,0.8571224443709122,4.168361473435479,-1.3327
Pt_plus_2_surface_Os,-6.796004549999997,-4.388956529999977,-4.457311970000004,-2.653445890000001,-2.321949249615372,0.8530251586117852,4.194141287385503,1.0261
Pt_plus_2_surface_Ir,-7.172017219999963,-4.562819830000027,-4.779714280000033,-2.676601060000053,-2.241140473557101,0.8712066197864979,3.8436091773325165,0.5554999999999999
Pt_plus_2_surface_Pt,-7.6897019199999805,-4.783661569999996,-5.169818499999988,-2.7381698099999885,-1.9196875045477158,0.8631704490773959,3.8576173551601785,0.24839999999999995
Pt_plus_2_surface_Au,-7.854357279999992,-4.839865950000021,-5.215490049999997,-2.7158157199999953,-1.617628364374109,0.871086342757477,3.643906630609652,-0.16820000000000013
